,name,adress,website,phone
200,Downtown Salisbury Ghost Walk,"130 W Innes StreetSalisbury, NC 28144",http://www.findahaunt.com/boo/?s=http://www.salisburyghostwalk.com/,[]
201,Hallowed Grounds Mill,"510 Highway 70 EastHildebran, NC 28637",cannot find,['828-201-9377']
202,Myst3ry Ghost Tours,"Hanes MallWinston-Salem, NC 27101",http://www.findahaunt.com/boo/?s=http://www.myst3ryinc.com/ghost-tours.php,['678-744-6787']
203,Candlelight Ghost Tours,"100 East Main StreetWilkesboro, NC 28697",http://www.findahaunt.com/boo/?s=http://www.wilkesheritagemuseum.com/,['336-667-3171']
204,Wicked Whimsies,"6130 Yadkinville RdPfafftown, NC 27040",http://www.findahaunt.com/boo/?s=http://wickedwhimsies.com/,['336-946-1600']
205,Kersey Valley Maize Adventure,"1615 Kersey Valley RdHigh Point, NC 27263",https://maizeadventure.com/,[]
206,Scream Acres,"1283 Old Camden RdBishopville, SC 29010",http://www.findahaunt.com/boo/?s=http://www.screamacreshauntedhouse.com/,['803-428-5247']
207,Kreepy Hollow,"1155 Joe Dority RdBishopville, SC 29010",http://www.findahaunt.com/boo/?s=http://www.kreepyhollow.net,['893-428-2033']
208,Tweetsie's Ghost Train Halloween Festival,"300 Tweetsie Railroad LaneBlowing Rock, NC 28605",https://tweetsie.com/,['800-526-5740']
209,Aberdeen Fear Factory,"10570 North Carolina Hwy 211Aberdeen, NC 28315",http://www.findahaunt.com/boo/?s=http://www.aberdeenfearfactory.com,['910-944-0908']
210,611 Galway Lane,"611 Galway LaneColumbia, SC 29209",cannot find,[]
211,J. Razz & Tazz Farm Fall Fun,"466 Peeden DrGibsonville, NC 27249",http://www.findahaunt.com/boo/?s=http://www.jrazz.com/,[]
212,The Original Hollywood Horror Show,"6333 Bass Mountain RoadSnow Camp, NC 27349",http://www.findahaunt.com/boo/?s=http://www.hollywoodhorrorshow.com/,[]
213,Grayline Ghost Tour,"20 South Spruce StreetAsheville, NC 28801",https://graylineasheville.com/tours/ghost-tour/,['828-251-8687']
214,Haunted Asheville Ghost Tours,"80 BroadwayAsheville, NC 28801",http://www.findahaunt.com/boo/?s=http://www.hauntedasheville.com/,[]
215,Ghost Hunters of Asheville,"Grove ArcadeAsheville, NC 28801",http://www.findahaunt.com/boo/?s=http://ghosthuntersofasheville.com/,['828-779-4868']
216,Dead North Farmland of Terror,"1404 Wheelock RoadDanville, VT 05828",http://www.findahaunt.com/boo/?s=http://www.vermontcornmaze.com/,['802-748-1399']
217,Percy Farm Corn Maze,"269 Weeks Hill RdStowe, VT 05672",https://www.facebook.com/percyfarmcornmaze,['802-371-9999']
218,Nightmare Vermont,"22 Picard CircleSouth Burlington, VT 05403",https://nightmarevermont.org/,['888-830-0888']
219,Queen City Ghostwalk,"153 Main StreetBurlington, VT 05406",https://queencityghostwalk.com/,['802-351-1313']
220,Emmons Island Haunted Trail,"1 Island Meadows LnGrand Isle, VT 05458",http://www.findahaunt.com/boo/?s=http://www.ihtrail.org/,['802-372-4113']
221,The Haunted Corn Maze at Country Dreams Farm,"260 Pellerin RdPlattsburgh, NY 12901",http://www.findahaunt.com/boo/?s=http://www.countrydreamsfarm.com/,['518-561-8941']
222,Kenduskeag Haunted House,"499 Kenduskeag Levant RdKenduskeag, ME 04450",https://www.facebook.com/Kenduskeag-Haunted-House-166779403407435/,[]
223,Bedlam in the Boro,"4224 Main StLineboro, MD 21102",http://www.findahaunt.com/boo/?s=http://www.bedlamintheboro.com/,['410-239-4467']
224,The Nevermore Haunt,"450 Mott StBaltimore, MD 21202",https://thenevermorehaunt.com/,[]
225,Kim's Krypt Haunted Mill,"5932 Colonial Valley RoadSpring Grove, PA 17362",https://kimskrypt.com/,['717-225-4811']
226,Jason's Woods,"99 Stehman RoadLancaster, PA 17603",http://www.findahaunt.com/boo/?s=http://www.jasonswoods.com,['717-875-5110']
227,Field of Screams,"191 College AvenueMountville, PA 17554",https://www.fieldofscreams.com/,['717-285-7748']
228,Laurel's House of Horror,"935 Fairlawn  AveLaurel, MD 20707",https://laurelhaunt.com/,['240-294-8444']
229,301 Devil's Playground,"13335 Alexander RoadGalena, MD 21635",https://www.301devilsplayground.com/,[]
230,Frightland,"309 Port Penn RoadMiddletown, DE 19709",https://frightland.com/,['302-838-0256']
231,Shocktober,"601 Catoctin circle NELeesburg, VA 20176",https://shocktober.org/,['571-918-9692']
232,ShocktoberFest,"94 Park AvenueSinking Spring, PA 19608",https://www.shocktoberfest.com/,[]
233,CornStalker's Trail of Terror,"11765 St. Linus DriveWaldorf, MD 20602",http://www.findahaunt.com/boo/?s=http://www.ebehaunts.com,['301-536-2033']
234,Twisted Fields of Terror (NOT OPEN in 2019 - Re Opening in 2020),"Hallowing Point Rd. Prince Frederick, MD 20678",cannot find,[]
235,Night Of Terror at Creamy Acres,"448 Lincoln Mill RdMullica Hill, NJ 08062",https://www.nightofterror.com/,['856-223-1669']
236,The Death Trail,"16120 Dumfries RoadDumfries, VA 22025",http://www.findahaunt.com/boo/?s=http://www.thedeathtrail.com,['571-220-6414']
237,Terror Behind the Walls,"3500 W. Girard AvenuePhiladelphia, PA 19104",https://easternstate.org/halloween/,[]
238,Psycho Trail home haunt ,"311 Harrison AvenueBlackwood, NJ 08012",http://www.findahaunt.com/boo/?s=http://www.psychotrail.com,['856-649-2531']
239,Lehigh Valley Scream Park,"2951 Betz Ct.Orefield, PA 18066",https://lehighvalleyscreampark.com/,['610-395-4373']
240,Haunted Nightmares,"933 Barley LaneWinchester, VA 22602",http://www.findahaunt.com/boo/?s=http://www.hauntednightmares.net,['540-667-7377']
241,Legends of the Fog,"500 Carsins Run RdAberdeen, MD 21001",https://www.legendsofthefog.com/,['410-879-8277']
242,Zombies at the Zoo,"1416 Telegraph RdRising Sun, MD 21911",https://www.zombiesatthezoo.org/,['410-658-6850']
243,Ghost Walks at Historic Farnsworth Inn,"401 Baltimore StreetGettysburg, PA 17325",http://www.findahaunt.com/boo/?s=http://www.farnsworthhouseinn.com/,['717-334-8838']
244,Boston Haunted Manor,"14 Acorn BlvdLancaster, PA 17602",https://www.facebook.com/BostonHauntedManor/,['717-575-7996']
245,Field of Screams,"4501 Olney-Laytonsville RoadOlney, MD 20832",http://www.findahaunt.com/boo/?s=http://www.screams.org/,['240-366-7273']
246,Anne Arundel County Fair,"1450 Generals HighwayCrownsville, MD 21032",https://aacountyfair.org/,['410-923-3400']
247,Station 7 Terror Trail,"2380 Davidsonville RoadGambrills, MD 21054",http://www.findahaunt.com/boo/?s=http://www.station7terrortrail.com,['301-678-8228']
248,Screamland Farms & Crumland Farms Fall Fun,"7612 Willow RoadFrederick, MD 21702",http://www.findahaunt.com/boo/?s=http://www.crumland.com/,['301-845-8099']
249,Boo at the Zoo,"3001 Connecticut Ave. NWWashington DC, MD 20008",https://nationalzoo.si.edu/events/boo-zoo,['202-633-3038']
250,The Ghost Story Tour of Washington,"16th and H Streets NW, Washington DC 20005Washington, DC 20005",http://www.findahaunt.com/boo/?s=http://www.historicstrolls.com/ghost-story-tour-of-washington.html,['301-873-3986']
251,Markoff's Haunted Forest,"19120 Martinsburg RdDickerson, MD 20842",https://www.markoffshauntedforest.com/,['301-216-1248']
252,American Scream Selfie Museum,"7952 Tysons Corner CenterMcLean, VA 22102",https://www.american-scream.com/,[]
253,Ghost & Graveyard Tours,"221 King StAlexandria, VA 22314",https://www.alexcolonialtours.com/,['703-519-1749']
254,Wicked Woods,"2621 Sandy Bend RoadMarydel, DE 19964",https://www.facebook.com/Wicked-R-Western-Productions-Inc-256317854410065,[]
255,Ravenseye Manor,"8778 Jordan RoadFairplay, MD 21733",http://www.findahaunt.com/boo/?s=http://www.ravenseyemanor.com/,['717-377-4636']
256,Chantilly High School Haunted House,"4201 Stringfellow RoadChantilly, VA 20151",https://chshauntedhouse.com/,[]
257,Workhouse Arts Center Haunted Trail,"9518 Workhouse WayLorton, VA 22079",http://www.findahaunt.com/boo/?s=http://www.workhousearts.org/event/haunted-trail/,['703-584-2900']
258,Apolloween at the Apollo Civic Theatre,"128 East Martin StreetMartinsburg, WV 25402",https://www.apollocivictheatre.org/apolloween/,['304-263-6766']
259,Scream Mountain,"757 Spring Mountain RoadSpring Mount, PA 19478",https://springmountainadventures.com/scream-mountain/,['610-287-7900']
260,Vampire Manor,"9410 Irving RoadBel Alton, MD 20611",http://www.findahaunt.com/boo/?s=http://www.vampiremanor.com/,['240-349-2902']
261,Spirits of '76 Ghost Tour,"325 Chestnut StreetPhiladelphia, PA 19106",https://www.spiritsof76.com/,['215-525-1776']
262,Camden County 4-H Annual Haunting,"508 Lakeland RoadBlackwood, NJ 08012",https://www.camdencounty.com/event/camden-county-4-h-annual-haunting/,['856-216-7130 x2']
263,Tylersport Firehouse Haunted Hayride,"125 Ridge RoadTylersport, PA 18971",http://www.findahaunt.com/boo/?s=http://www.tylersportfireco.com/,['215-257-5900']
264,Warrenton Ghost Tours,"10 Ashby StreetWarrenton, VA 20186",http://www.findahaunt.com/boo/?s=http://www.fauquierhistory.com/,['540-347-5525']
265,Elysburg Haunted House,"Gun Club Road & Route 487Elysburg, PA 17824",http://www.findahaunt.com/boo/?s=http://www.elysburghauntedhouse.com/,['570-672-2920']
266,Halloween Haunt at Dorney Park,"3830 Dorney Park RoadAllentown, PA 18104",https://www.dorneypark.com/,['610-395-3724']
267,Night Chills at Winding Brook Farm,"3014 Bristol RdWarrington, PA 18976",http://www.findahaunt.com/boo/?s=http://www.windingbrookfarm.com/,['215-343-8880']
268,Tabora Farms Fall Fun,"1104 Upper Stump RoadChalfont, PA 18914",https://tabora.farm/,['215-249-3016']
269,Friday Night Haunted Hayride & Live Band | Weekend Family Fall Festival,"3143 York RdFurlong, PA 18925",http://www.findahaunt.com/boo/?s=http://www.froehlichsfarm.com/,['215-794-8733']
270,Valley of Fear and The Original Haunted Hayrides,"301 W. Bristol Rd.Feasterville, PA 19053",https://www.valleyoffear.com/,[]
271,Condemned Valley Home Haunt,"1018 Moravia StBethlehem, PA 18015",cannot find,[]
272,Hauntings at the Hosking's,"5530 monocacy DrBethlehem, PA 18017",cannot find,[]
273,Haunted Lehman Park,"Decker RdBushkill, PA 18324",https://www.hauntedlehmanpark.com/,[]
274,Sleepy Hollow Haunted Acres,"881 Highland RoadNewtown, PA 18940",https://sleepyhollowhayride.com/,['215-860-6855']
275,Klingel's Farm Corn Maze & Pumpkin Patch,"437 Route 115Saylorsburg, PA 18353",https://www.mazezilla.com/,['570-402-7378']
276,Hotel of Horror,"5105 Cherry Valley RoadSaylorsburg, PA 18353",http://www.findahaunt.com/boo/?s=http://www.hotelofhorror.com,[]
277,BloodShed Farms Fear Fest,"2919 Route 206Columbus, NJ 08022",http://www.findahaunt.com/boo/?s=http://bloodshedfarmsfearfest.com,['609-251-6707']
278,Haunted House in the Hollow,"881 Highland Rd.Newtown, PA 18940",http://www.findahaunt.com/boo/?s=http://www.houseinthehollow.com/,['215-860-6855']
279,Horrorfest by Shady Brook Farm,"931 Stony Hill RdYardley, PA 19067",https://shadybrookfarm.com/horrorfest/,['215-968-1670']
280,Night of Horror at V&V Adventure Farm,"1339 Old Indian Mills RoadShamong, NJ 08088",https://www.vvadventurefarm.com/,['609-801-2495']
281,Cornfield of Terror,"723 W. Herschel StreetEgg Harbor City, NJ 08215",http://www.findahaunt.com/boo/?s=http://www.cornfieldofterror.com,['609-593-6180']
282,Gravestone Manor,"1095 Highway 315Plains, PA 18702",http://www.findahaunt.com/boo/?s=http://www.gravestonemanor.com,['570-821-6500']
283,Reaper's Revenge,"460 Green Grove RoadScranton, PA 18447",https://reapersrevenge.net/,['570-254-8038']
284,The Haunting at the Waldorf Hotel,"6325 Interchange RoadLehighton, PA 18235",https://www.waldorfestateoffear.com/,['610-824-6835']
285,Haunted Hallways of West Scranton,"1201 Luzerne StreetScranton, PA 18504",https://westscrantondrama.weebly.com/,['570-348-3616']
286,Souls of Roberson Mansion Tours,"30 Front StreetBinghamton, NY 13905",https://www.roberson.org/,['607-772-0660']
287,Apple Hills Cafe,"131 Brooks RdBinghamton, NY 13905",https://applehills.com/,['607-729-2683']
288,Slaughterland ScreamPark,"666 Barrier Rd.Binghamton, NY 13905",http://www.findahaunt.com/boo/?s=http://www.slaughterland.com,[]
289,House of Shadows,"501 Osborne DrSparta, WI 54656",http://www.findahaunt.com/boo/?s=http://houseofshadows.org/,[]
290,Terror On Rural Street,"147 N. Rural StreetHartford, WI 53027",https://www.terroronruralstreet.com/,['262-670-0998']
291,Hoppers Haunted House,"11576 IL Route 2Rockford, IL 61102",https://www.facebook.com/HoppersHouse,['815-871-7334']
292,Ghost Boat Season of the Witch,"11 BroadwayWisconsin Dells, WI 53965",https://www.dellsghostboat.com/,['608-254-8555']
293,Haunted Halloween at Red Ridge Ranch,"W4881 Hwy 82Mauston, WI 53948",http://www.findahaunt.com/boo/?s=http://www.redridgeranch.com/,['608-847-2273']
294,Creekbed Country Farmacy Corn Maze,"N2767 Mountford RdPoynette, WI 53955",https://www.creekbedcountryfarmacy.com/,['608-635-8798']
295,Madison Ghost Tour,"King St & S Webster StMadison, WI 53703",https://madisonghostwalks.com/,['608-448-6453']
296,Haunted Maze at Mayr Family Farm,"3680 Egre RdDe Forest, WI 53532",http://www.findahaunt.com/boo/?s=http://www.mayrfamilyfarm.com,['608-577-7813']
297,Haunted Straw Maze at Hermanson Pumpkin Patch,"127 County Rd NEdgerton, WI 53534",https://hermansonpumpkinpatch.webs.com/,['608-751-9334']
298,Fox Lake Spooktacular Fall Festival,"State Street (highway 33)Fox Lake, WI 53933",https://www.foxlakechamber.com/,['920-928-3777']
299,Terror Trail,"W5893 Chicago Ave Wautoma, WI 54982",http://www.findahaunt.com/boo/?s=http://www.terrortrail.org,['920-744-5221']
300,Skelly's Pumpkin Patch & Corn Maze,"2713 S Hayner RoadJanesville, WI 53548",https://www.skellysfarmmarket.com/,['608-757-1200']
301,Pinter's Corn Maze,"2475 Highway 9Decorah, IA 52101",https://www.pintersgardensandpumpkins.com/,['563-382-0010']
302,Feargrounds Haunted Barn,"200 East Acres StreetManchester, IA 52057",http://www.findahaunt.com/boo/?s=http://www.feargroundshauntedbarn.com/,[]
303,Monster Bash Haunted House,"150 First St. NWHarmony, MN 55939",https://www.monsterbashhauntedhouse.org/,['507-273-3143']
304,Raven's Grin Inn Tour,"411 N. Carroll St.Mount Carroll, IL 61053",http://www.findahaunt.com/boo/?s=http://www.hauntedravensgrin.com/,['815-244-4746']
305,Spooktacular Dark,"OconomowocOconomowoc, WI 53066",http://www.findahaunt.com/boo/?s=http://www.threeharborsscouting.org/registration/calendardetail.aspx?ActivityKey=2183868&OrgKey=2586,['262-305-7489']
306,The Dark Carnival,"212 E Wisconsin AvenueOconomowoc, WI 53066",https://www.thedarkcarnival.net/,['262-729-3131']
307,Old World Wisconsin Halloween Legends & Lore,"W372 S9727 Highway 67Eagle, WI 53119",https://oldworldwisconsin.wisconsinhistory.org/,['262-594-6301']
308,Fright Hike at Lapham Peak State Park,"W329 N846 County Road C Delafield, WI 53018",https://www.facebook.com/laphampeakfrighthike/,['262-364-7773']
309,Charlotte Haunted House,"115 HWY 136Charlotte, IA 52731",https://www.facebook.com/charlottehauntedhouse/,['563-219-6610']
310,Pennsdale Haunted Barn,"261 Village RoadPennsdale, PA 17756",https://hauntedbarn.org/,['570-546-3700']
311,Nightmare at Nittany Mountain,"2751 Millers Bottom RoadNew Columbia, PA 17856",https://koa.com/campgrounds/williamsport/,['570-568-5541']
312,Factory of Terror,"4125 Mahoning Rd. NECanton, OH 44705",http://www.findahaunt.com/boo/?s=http://www.fotohio.com/,[]
313,Fortress of Fear ScreamPark,"12175 State StreetAlliance, OH 44601",http://www.findahaunt.com/boo/?s=http://www.fortressoffear.com,['330-322-7853']
314,Ghoul Brothers House of Horrors,"3235 Manchester Road Unit XAkron, OH 44319",https://www.ghoulbrothers.com/,['330-818-5040']
315,Haunted Schoolhouse & Laboratory,"1300 Triplett BlvdAkron, OH 44306",http://www.findahaunt.com/boo/?s=http://www.hauntedschoolhouse.com/,[]
316,Wells Township Haunted House,"101 Market StreetBrilliant, OH 43913",http://www.findahaunt.com/boo/?s=http://www.wellstownshiphauntedhouse.com,['304-723-6408']
317,Camp Deadwood,"3069 state route 3Loudonville, OH 44842",http://www.findahaunt.com/boo/?s=http://www.campdeadwood.com,['419-651-3430']
318,Chippewa Lake Slaughterhouse,"5665 Chippewa RoadChippewa Lake, OH 44215",https://slaughterhouseohio.com/,['440-623-3334']
319,Carnival of Horrors at Blossom Music Center,"1145 West Steels Corners RdCuyahoga Falls, OH 44223",http://www.findahaunt.com/boo/?s=http://www.carnivalofhorrors.com,['330-644-4473']
320,Infernum In Terra Haunted Attraction,"4302 Jacob StWheeling, WV 26003",http://www.findahaunt.com/boo/?s=http://hellonearthhaunt.com,['833-428-6837']
321,Hudson Haunted House,"2250 Barlow RdHudson, OH 44236",https://www.hudsonhauntedhouse.org/,['330-697-1279']
322,Fear Forest Haunted House and Hayride,"6780 Tod Ave SWLordstown, OH 44481",https://www.fearforest.com/,['330-824-3141']
323,Buzzard Cove Screampark,"1053 Bellus Rd. Hinckley, OH 44233",https://www.buzzardcovescreampark.com/,['330-278-2384']
324,The ExFEARience,"111 Eastwood Mall BlvdNiles, OH 44446",http://www.findahaunt.com/boo/?s=http://www.theexfearience.com,[]
325,Spooky Ranch,"19066 East River RdColumbia Station, OH 44028",https://www.spookyranch.com/,['440-236-5454']
326,Rockin R Ranch's Old West Pumpkin Fest,"19066 East River RoadColumbia Station, OH 44028",https://www.clevelandhayride.com/,['440-236-5454']
327,Escape from Blood Prison,"100 Reformatory RoadMansfield, OH 44905",http://www.findahaunt.com/boo/?s=http://www.bloodprison.com,['419-522-2644']
328,Zombies of the Corn,"282 Rochester RoadFreedom, PA 15042",https://zombiesofthecorn.com/,['724-775-6232']
329,Cheeseman Fright Farms,"147 Kennedy RdPortersville, PA 16051",http://www.findahaunt.com/boo/?s=http://cheesemanfrightfarm.com/,['724-368-3233']
330,The Woman in Black,"1407 Euclid AveCleveland, OH 44115",https://www.clevelandplayhouse.com/shows/2018/susan-hills-the-woman-in-black,['216-241-6000']
331,Hauntville Haunted Houses,"1579 West River Rd northElyria, OH 44035",http://www.findahaunt.com/boo/?s=http://www.elyriahauntedhouse.com,['440-655-0016']
332,Hundred Acres Manor,"1 Hundred Acre DriveBethel Park, PA 15102",http://www.findahaunt.com/boo/?s=http://hundredacresmanor.com,['412-851-4286']
333,Hell's Hollow Haunt,"340 Bestwick Rd.Mercer, PA 16137",https://hellshollowhaunt.com/,['724-662-1999']
334,Fall Fear Fest,"10661 Kile RdChardon, OH 44024",http://www.findahaunt.com/boo/?s=http://pioneerwaterland.com/cp/events,['440-285-0910']
